city;;name;lon;lat
Jakarta; Indonesia;SPBU;1.068.965.435;-6.371.344
Jakarta; Indonesia;SPBU;1.069.336.357;-61.324.155
Jakarta; Indonesia;SPBU;106.906.899;-6.129.402
Jakarta; Indonesia;SPBU 34-13906;1.069.430.887;-61.705.418
Jakarta; Indonesia;31.127.01;1.068.188.158;-62.735.191
Jakarta; Indonesia;SPBU 34.13413;1.068.862.411;-62.218.999
Jakarta; Indonesia;Pertamina;1.068.778.219;-62.352.932
Jakarta; Indonesia;Pertamina;1.069.480.772;-61.854.894
Jakarta; Indonesia;SPBU 10048251;1.069.445.459;-61.843.023
Jakarta; Indonesia;Pertamina;1.068.139.672;-61.970.882
Jakarta; Indonesia;SPBU Pertamina 34-10504;1.068.750.376;-61.848.315
Jakarta; Indonesia;SPBU 34.11405;1.067.970.228;-62.036.587
Jakarta; Indonesia;Shell;1.067.365.457;-61.845.383
Jakarta; Indonesia;SPBU 34 11602;1.067.486.143;-61.789.556
Jakarta; Indonesia;SPBU 34-11611;1.067.253.569;-61.868.261
Jakarta; Indonesia;SPBU 34.112.01;1.068.071.193;-61.555.621
Jakarta; Indonesia;Pertamina;1.067.517.865;-61.972.387
Jakarta; Indonesia;SPBU 34-11606;1.067.602.243;-61.982.216
Jakarta; Indonesia;SPBU 34-13908;1.069.673.268;-61.895.404
Jakarta; Indonesia;SPBU 34 11607;1.067.298.389;-61.960.559
Jakarta; Indonesia;31.102.02;1.068.181.908;-61.785.704
Jakarta; Indonesia;34-10205;1.068.136.199;-61.803.988
Jakarta; Indonesia;Pertamina;1.068.997.907;-61.930.955
Jakarta; Indonesia;Pertamina;1.068.748.459;-61.966.305
Jakarta; Indonesia;Pertamina;1.068.761.993;-62.338.285
Jakarta; Indonesia;SPBU 34-10604;1.068.426.633;-61.677.556
Jakarta; Indonesia;SPBU 34-13907;1.069.539.593;-62.078.268
Jakarta; Indonesia;SPBU 34-13905;1.069.559.518;-61.997.376
Jakarta; Indonesia;SPBU 34-13709;1.068.748.711;-63.407.968
Jakarta; Indonesia;SPBU 34-11609;1.067.309.374;-62.191.008
Jakarta; Indonesia;SPBU 3412601;1.068.179.439;-63.428.676
Jakarta; Indonesia;SPBU;106.753.381;-61.976.979
Jakarta; Indonesia;SPBU 34 11604;1.067.604.913;-62.189.393
Jakarta; Indonesia;Pertamina;106.763.519;-62.173.356
Jakarta; Indonesia;SPBU Pertamina 31.118-02;1.067.112.324;-61.551.928
Jakarta; Indonesia;SPBU Pertamina 31.B.114.02;1.067.117.393;-61.551.074
Jakarta; Indonesia;SPBT Kemhan;1.068.779.252;-62.427.738
Jakarta; Indonesia;34 - 11509;1.067.724.768;-62.127.071
Jakarta; Indonesia;SPBU Pertamina 31-118-03;1.066.928.621;-61.589.708
Jakarta; Indonesia;SPBG 31.A.124.02;1.067.723.304;-62.957.076
Jakarta; Indonesia;Pertamina;1.068.405.986;-63.005.094
Jakarta; Indonesia;34 12410;1.067.820.615;-63.040.855
Jakarta; Indonesia;Pertamina;1.066.889.191;-61.146.753
Jakarta; Indonesia;SPBU 34-13306;1.068.677.111;-62.197.321
Jakarta; Indonesia;SPBU 34-11403;1.067.931.524;-6.190.142
Jakarta; Indonesia;SPBU 34.114.07;1.067.879.838;-6.188.938
Jakarta; Indonesia;SPBU 34-13421;1.069.425.823;-62.183.322
Jakarta; Indonesia;SPBU 3412606;1.068.065.882;-6.333.822
Jakarta; Indonesia;Pertamina;1.068.465.351;-62.740.575
Jakarta; Indonesia;SPBU Pertamina 34-11806;1.067.033.172;-61.303.994
Jakarta; Indonesia;3.411.511;1.067.819.424;-61.950.484
Jakarta; Indonesia;Pertamina;1.066.982.886;-61.430.555
Jakarta; Indonesia;Pertamina;106.769.136;-61.962.238
Jakarta; Indonesia;34 11508;1.067.693.039;-62.005.263
Jakarta; Indonesia;34 11505;1.067.716.258;-61.978.948
Jakarta; Indonesia;SPBU 34.13706;1.068.885.465;-63.660.687
Jakarta; Indonesia;Pertamina;1.068.861.647;-63.288.827
Jakarta; Indonesia;3.411.507;1.067.701.343;-62.086.047
Jakarta; Indonesia;Shell;1.067.708.911;-62.092.455
Jakarta; Indonesia;34.124.11;1.067.866.507;-62.634.862
Jakarta; Indonesia;3.411.506;1.067.575.308;-61.772.565
Jakarta; Indonesia;3.411.510;1.067.664.233;-6.180.008
Jakarta; Indonesia;34-12409;1.067.807.406;-630.926
Jakarta; Indonesia;Pertamina 34-13808;1.068.888.744;-63.319.619
Jakarta; Indonesia;SPBU 34 - 12608;1.068.253.952;-63.289.186
Jakarta; Indonesia;SPBU 34 - 12609;106.812.471;-63.134.417
Jakarta; Indonesia;SPBU 34 - 12508;1.068.226.555;-63.269.965
Jakarta; Indonesia;SPBU Pertamina 34-11802;1.067.109.293;-61.036.527
Jakarta; Indonesia;3.411.504;1.067.619.954;-61.889.114
Jakarta; Indonesia;SPBU 34.16924;1.068.602.613;-6.353.416
Jakarta; Indonesia;SPBU;1.068.909.001;-63.400.085
Jakarta; Indonesia;Pertamina;1.068.152.293;-6.296.287
Jakarta; Indonesia;Pertamina;1.069.113.892;-62.473.591
Jakarta; Indonesia;Pertamina;1.069.231.197;-62.257.652
Jakarta; Indonesia;Pertamina;1.069.235.654;-62.255.124
Jakarta; Indonesia;SPBU 134 126 10;1.068.107.908;-63.535.677
Jakarta; Indonesia;SPBU 34 126 11;1.068.021.083;-63.498.905
Jakarta; Indonesia;Shell;1.067.716.424;-61.890.471
Jakarta; Indonesia;Shell;1.067.743.767;-61.635.128
Jakarta; Indonesia;3.411.704;1.067.765.603;-6.164.141
Jakarta; Indonesia;SPBU 34-13704;1.068.654.373;-63.209.883
Jakarta; Indonesia;34-12407;1.067.914.505;-62.822.186
Jakarta; Indonesia;Total;1.067.901.349;-62.838.156
Jakarta; Indonesia;Shell;1.067.613.924;-61.688.464
Jakarta; Indonesia;3.411.502;1.067.635.059;-61.654.516
Jakarta; Indonesia;Pertamina;1.067.284.012;-61.692.277
Jakarta; Indonesia;SPBU 34 - 12605;1.068.367.946;-63.122.487
Jakarta; Indonesia;Pertamina;1.068.365.812;-63.182.969
Jakarta; Indonesia;SPBU 34 - 12603;1.068.371.236;-63.208.332
Jakarta; Indonesia;SPBU 34-14304;1.068.835.214;-61.109.176
Jakarta; Indonesia;SPBU 34-14308;1.068.849.778;-61.101.948
Jakarta; Indonesia;SPBG PT Jakarta Utilitas Propertindo;1.068.840.168;-63.114.292
Jakarta; Indonesia;3.412.204;1.067.781.397;-62.286.926
Jakarta; Indonesia;SPBU 34 11708;1.067.188.311;-61.827.102
Jakarta; Indonesia;Pertamina;1.067.272.639;-61.692.917
Jakarta; Indonesia;SPBU 34-11706;1.067.193.246;-61.525.873
Jakarta; Indonesia;Pertamina 34-13803;1.068.918.751;-63.165.288
Jakarta; Indonesia;Pertamina;1.067.295.384;-61.304.848
Jakarta; Indonesia;SPBU 34-11711;1.067.213.014;-6.144.627
Jakarta; Indonesia;Pertamina;1.067.871.248;-61.662.019
Jakarta; Indonesia;Pertamina;1.067.820.883;-62.594.816
Jakarta; Indonesia;SPBU 34-13708;1.068.830.681;-63.451.135
Jakarta; Indonesia;SPBU 34-11712;1.067.449.504;-61.546.087
Jakarta; Indonesia;Pertamina;1.067.282.724;-61.488.325
Jakarta; Indonesia;3.411.402;1.068.032.455;-61.742.623
Jakarta; Indonesia;Pertamina;106.730.783;-6.133.877
Jakarta; Indonesia;3.412.213;1.067.768.526;-62.599.348
Jakarta; Indonesia;Pertamina;1.067.813.531;-62.573.118
Jakarta; Indonesia;Pertamina;1.067.731.914;-62.532.839
Jakarta; Indonesia;Pertamina;1.067.663.544;-62.581.645
Jakarta; Indonesia;Pertamina;106.765.078;-62.700.637
Jakarta; Indonesia;SPBU Pertamina 3412306;1.067.599.908;-62.705.763
Jakarta; Indonesia;Mako Kolinlamil 32-14301;1.068.898.544;-61.655.463
Jakarta; Indonesia;Shell;1.067.553.302;-61.560.301
Jakarta; Indonesia;SPBU 34.117.13;1.067.659.996;-6.158.296
Jakarta; Indonesia;SPBT 32.1.0401;1.068.897.964;-61.657.956
Jakarta; Indonesia;Pertamina 34 - 14201;1.069.014.895;-61.584.075
Jakarta; Indonesia;3.411.205;1.067.880.964;-62.080.987
Jakarta; Indonesia;SPBU Pertamina 34. 12115;1.067.888.648;-62.595.467
Jakarta; Indonesia;Pertamina;1.067.764.778;-61.452.184
Jakarta; Indonesia;SPBB;1.067.764.009;-61.041.519
Jakarta; Indonesia;SPBU 34 - 14406;1.067.750.962;-610.679
Jakarta; Indonesia;;1.067.719.388;-61.027.699
Jakarta; Indonesia;3.414.409;1.067.198.342;-61.072.345
Jakarta; Indonesia;3.414.410;1.067.511.906;-61.340.918
Jakarta; Indonesia;34 14411;1.067.324.996;-61.216.094
Jakarta; Indonesia;Pertamina;1.067.853.625;-61.160.305
Jakarta; Indonesia;SPBG;1.067.918.758;-61.182.801
Jakarta; Indonesia;SPBKB 10.2.1.001;1.067.673.425;-61.399.265
Jakarta; Indonesia;SPBU Pertamina 34.14404;1.067.635.609;-61.387.449
Jakarta; Indonesia;SPBU 34 - 14412;1.068.006.862;-61.072.087
Jakarta; Indonesia;SPBU 3414401;1.068.017.471;-61.257.509
Jakarta; Indonesia;Pertamina 34-14205;1.069.152.278;-61.667.583
Jakarta; Indonesia;SPBU 34-14105;1.069.339.608;-61.324.478
Jakarta; Indonesia;SPBU 34.14107;1.069.356.633;-61.383.793
Jakarta; Indonesia;SPBU Pertamina 34.14106;1.069.625.902;-61.073.145
Jakarta; Indonesia;Pertamina 34 - 14109;1.069.372.407;-61.029.236
Jakarta; Indonesia;SBPU 31-143-01;1.068.895.483;-6.145.331
Jakarta; Indonesia;Pertamina;1.068.864.182;-61.529.554
Jakarta; Indonesia;SPBU 34-143-03;1.068.297.578;-61.308.308
Jakarta; Indonesia;SPBU 34-14405;1.068.171.716;-61.337.917
Jakarta; Indonesia;SPBU 34-13905;106.955.874;-61.998.189
Jakarta; Indonesia;SPBU 34-12705;1.068.527.997;-62.438.113
Jakarta; Indonesia;SPBU 34-14108;1.069.482.857;-61.110.269
Jakarta; Indonesia;;1.069.058.632;-62.460.658
Jakarta; Indonesia;Blue Gazz;1.067.300.057;-61.471.402
Jakarta; Indonesia;;1.067.931.082;-61.661.817
Jakarta; Indonesia;;1.067.964.445;-61.616.737
Jakarta; Indonesia;;1.068.960.202;-61.153.224
Jakarta; Indonesia;;1.068.995.032;-6.114.359
